time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/30/14:33:24.660145,"(2000, 2001, 2002, 2003)","(-186.873779296875, 1.843017578125, -258.041015625, 36.998046875)","(0.6591925621032715, 0.5408574938774109, 0.49044185876846313, 0.3245818316936493)","(55.90966033935547, 271.90826416015625, -1002.3056640625, -1000.7628784179688)","(191.6927032470703, 199.09605407714844, -1000.0216064453125, -1002.1836547851562)"
2024/07/30/14:33:24.760067,"(2000, 2001, 2002, 2003)","(-186.956298828125, 1.843017578125, -258.630859375, 37.423828125)","(0.6592713594436646, 0.5408574938774109, 0.49044087529182434, 0.324579656124115)","(55.84276580810547, 271.9628601074219, -1002.3311157226562, -1000.731689453125)","(191.69956970214844, 199.09780883789062, -999.9791259765625, -1002.173583984375)"
2024/07/30/14:33:24.859728,"(2000, 2001, 2002, 2003)","(-187.015625, 1.843017578125, -259.208984375, 37.841796875)","(0.6580251455307007, 0.5408574938774109, 0.4904399514198303, 0.3245774805545807)","(55.777976989746094, 272.0163879394531, -1002.3555908203125, -1000.701171875)","(191.7063751220703, 199.0995330810547, -999.9371948242188, -1002.1634521484375)"
2024/07/30/14:33:24.960156,"(2000, 2001, 2002, 2003)","(-187.05523681640625, 1.843017578125, -259.7998046875, 38.2685546875)","(0.6567808389663696, 0.5408574938774109, 0.4904389977455139, 0.3245752453804016)","(55.71202087402344, 272.07098388671875, -1002.3801879882812, -1000.670166015625)","(191.71347045898438, 199.10128784179688, -999.8941650390625, -1002.1528930664062)"
2024/07/30/14:33:25.060062,"(2000, 2001, 2002, 2003)","(-187.0745849609375, 1.843017578125, -260.3779296875, 38.685546875)","(0.6555864214897156, 0.5408574938774109, 0.4904381036758423, 0.32457301020622253)","(55.64750289916992, 272.1244812011719, -1002.40380859375, -1000.6397705078125)","(191.7205352783203, 199.10301208496094, -999.851806640625, -1002.1423950195312)"
2024/07/30/14:33:25.160016,"(2000, 2001, 2002, 2003)","(-187.0748291015625, 1.843017578125, -260.962890625, 39.107421875)","(0.654403030872345, 0.5408574938774109, 0.49043720960617065, 0.32457074522972107)","(55.58246612548828, 272.1785583496094, -1002.42724609375, -1000.6091918945312)","(191.727783203125, 199.10475158691406, -999.8087158203125, -1002.1314697265625)"
2024/07/30/14:33:25.260364,"(2000, 2001, 2002, 2003)","(-187.055908203125, 1.843017578125, -261.552734375, 39.5341796875)","(0.6532296538352966, 0.5408574938774109, 0.490436315536499, 0.3245684504508972)","(55.51690673828125, 272.233154296875, -1002.4505004882812, -1000.5784301757812)","(191.7351837158203, 199.10650634765625, -999.7649536132812, -1002.1202392578125)"
2024/07/30/14:33:25.360065,"(2000, 2001, 2002, 2003)","(-187.01947021484375, 1.843017578125, -262.1318359375, 39.9521484375)","(0.6520993709564209, 0.5408574342727661, 0.4904354512691498, 0.32456618547439575)","(55.45276641845703, 272.2866516113281, -1002.4728393554688, -1000.5482788085938)","(191.74252319335938, 199.1082305908203, -999.7218627929688, -1002.1090087890625)"
2024/07/30/14:33:25.460018,"(2000, 2001, 2002, 2003)","(-186.96484375, 1.843017578125, -262.7158203125, 40.3740234375)","(0.650978147983551, 0.5408574342727661, 0.49043458700180054, 0.3245638906955719)","(55.388099670410156, 272.3407287597656, -1002.4949340820312, -1000.5180053710938)","(191.74998474121094, 199.10997009277344, -999.6781005859375, -1002.0974731445312)"
2024/07/30/14:33:25.561486,"(2000, 2001, 2002, 2003)","(-186.89288330078125, 1.843017578125, -263.30078125, 40.7958984375)","(0.6498762965202332, 0.5408574342727661, 0.4904337525367737, 0.32456156611442566)","(55.32354736328125, 272.394775390625, -1002.5166015625, -1000.4877319335938)","(191.75750732421875, 199.11170959472656, -999.6340942382812, -1002.085693359375)"
2024/07/30/14:33:25.660163,"(2000, 2001, 2002, 2003)","(-186.80401611328125, 1.843017578125, -263.884765625, 41.2177734375)","(0.6487920880317688, 0.5408574342727661, 0.4904329180717468, 0.3245592713356018)","(55.25910949707031, 272.4488525390625, -1002.537841796875, -1000.4575805664062)","(191.76504516601562, 199.1134490966797, -999.5899047851562, -1002.07373046875)"
2024/07/30/14:33:25.760145,"(2000, 2001, 2002, 2003)","(-186.69744873046875, 1.843017578125, -264.474609375, 41.6435546875)","(0.6477129459381104, 0.5408574342727661, 0.49043208360671997, 0.3245569169521332)","(55.19413757324219, 272.5034484863281, -1002.558837890625, -1000.4271850585938)","(191.77267456054688, 199.11520385742188, -999.5449829101562, -1002.0613403320312)"
2024/07/30/14:33:25.860171,"(2000, 2001, 2002, 2003)","(-186.60015869140625, 1.843017578125, -265.0478515625, 42.0576171875)","(0.647889256477356, 0.5408574342727661, 0.4904313087463379, 0.3245546221733093)","(55.131065368652344, 272.5564270019531, -1002.5787353515625, -1000.3978271484375)","(191.77999877929688, 199.11691284179688, -999.5012817382812, -1002.0491333007812)"
2024/07/30/14:33:25.960151,"(2000, 2001, 2002, 2003)","(-186.505615234375, 1.843017578125, -265.6435546875, 42.4873046875)","(0.648069441318512, 0.5408574938774109, 0.4904305040836334, 0.3245522379875183)","(55.06539535522461, 272.6115417480469, -1002.5989990234375, -1000.3673706054688)","(191.78753662109375, 199.11868286132812, -999.4555053710938, -1002.0362548828125)"
2024/07/30/14:33:26.060241,"(2000, 2001, 2002, 2003)","(-186.42022705078125, 1.843017578125, -266.22265625, 42.9052734375)","(0.6482408046722412, 0.5408574938774109, 0.49042972922325134, 0.32454991340637207)","(55.00162887573242, 272.6650695800781, -1002.6182250976562, -1000.337890625)","(191.79476928710938, 199.1204071044922, -999.4109497070312, -1002.0234985351562)"
2024/07/30/14:33:26.160403,"(2000, 2001, 2002, 2003)","(-186.3399658203125, 1.843017578125, -266.8125, 43.3310546875)","(0.6484118103981018, 0.5408574938774109, 0.49042895436286926, 0.32454755902290344)","(54.936546325683594, 272.71966552734375, -1002.6373291015625, -1000.307861328125)","(191.8020782470703, 199.12216186523438, -999.365234375, -1002.01025390625)"
2024/07/30/14:33:26.260414,"(2000, 2001, 2002, 2003)","(-186.2679443359375, 1.843017578125, -267.3916015625, 43.7490234375)","(0.6485753655433655, 0.5408574938774109, 0.49042820930480957, 0.3245452344417572)","(54.87273025512695, 272.773193359375, -1002.6556396484375, -1000.278564453125)","(191.8091583251953, 199.12388610839844, -999.3202514648438, -1001.9970703125)"
2024/07/30/14:33:26.360240,"(2000, 2001, 2002, 2003)","(-186.2020263671875, 1.843017578125, -267.9755859375, 44.1708984375)","(0.6487363576889038, 0.5408574938774109, 0.4904274642467499, 0.3245428800582886)","(54.80824661254883, 272.8272399902344, -1002.6736450195312, -1000.2490844726562)","(191.81625366210938, 199.12562561035156, -999.274658203125, -1001.9835205078125)"
2024/07/30/14:33:26.460053,"(2000, 2001, 2002, 2003)","(-186.14306640625, 1.843017578125, -268.560546875, 44.5927734375)","(0.648892879486084, 0.5408574938774109, 0.4904267191886902, 0.32454055547714233)","(54.743736267089844, 272.88128662109375, -1002.691162109375, -1000.2196655273438)","(191.82327270507812, 199.1273651123047, -999.2288208007812, -1001.9697875976562)"
2024/07/30/14:33:26.560017,"(2000, 2001, 2002, 2003)","(-186.0906982421875, 1.843017578125, -269.150390625, 45.01953125)","(0.6490461826324463, 0.5408574938774109, 0.4904260039329529, 0.3245381712913513)","(54.678558349609375, 272.9359130859375, -1002.7084350585938, -1000.1901245117188)","(191.83029174804688, 199.12911987304688, -999.1824340820312, -1001.9556884765625)"
2024/07/30/14:33:26.660291,"(2000, 2001, 2002, 2003)","(-186.0457763671875, 1.843017578125, -269.728515625, 45.4365234375)","(0.6491981744766235, 0.5408574938774109, 0.4904252886772156, 0.32453587651252747)","(54.61465072631836, 272.9894104003906, -1002.724853515625, -1000.1611938476562)","(191.8371124267578, 199.13084411621094, -999.13671875, -1001.941650390625)"
2024/07/30/14:33:26.759775,"(2000, 2001, 2002, 2003)","(-186.00616455078125, 1.843017578125, -270.3193359375, 45.86328125)","(0.6493549346923828, 0.5408574938774109, 0.49042460322380066, 0.32453352212905884)","(54.54943084716797, 273.04400634765625, -1002.7411499023438, -1000.1318359375)","(191.84402465820312, 199.13259887695312, -999.0899658203125, -1001.9270629882812)"
2024/07/30/14:33:26.859865,"(2000, 2001, 2002, 2003)","(-185.97283935546875, 1.843017578125, -270.8974609375, 46.2802734375)","(0.6495100855827332, 0.5408574938774109, 0.49042391777038574, 0.3245311975479126)","(54.4854850769043, 273.0975341796875, -1002.7566528320312, -1000.1031494140625)","(191.8507537841797, 199.1343231201172, -999.0439453125, -1001.91259765625)"
2024/07/30/14:33:26.960369,"(2000, 2001, 2002, 2003)","(-185.9443359375, 1.843017578125, -271.482421875, 46.703125)","(0.6496680974960327, 0.5408574938774109, 0.4904232323169708, 0.32452887296676636)","(54.420867919921875, 273.1515808105469, -1002.7718505859375, -1000.0742797851562)","(191.8574981689453, 199.1360626220703, -998.997314453125, -1001.8977661132812)"
2024/07/30/14:33:27.059959,"(2000, 2001, 2002, 2003)","(-185.92059326171875, 1.843017578125, -272.06640625, 47.125)","(0.6498271822929382, 0.5408574938774109, 0.4904225766658783, 0.3245265483856201)","(54.35623550415039, 273.2056579589844, -1002.7865600585938, -1000.0455322265625)","(191.8642120361328, 199.13780212402344, -998.9505615234375, -1001.8827514648438)"
2024/07/30/14:33:27.160497,"(2000, 2001, 2002, 2003)","(-185.9012451171875, 1.843017578125, -272.6513671875, 47.546875)","(0.6499871611595154, 0.5408574938774109, 0.49042192101478577, 0.32452425360679626)","(54.29158020019531, 273.25970458984375, -1002.8008422851562, -1000.016845703125)","(191.87091064453125, 199.13954162597656, -998.9036254882812, -1001.8674926757812)"
2024/07/30/14:33:27.260190,"(2000, 2001, 2002, 2003)","(-185.88580322265625, 1.84307861328125, -273.2412109375, 47.97265625)","(0.6501494646072388, 0.5408574938774109, 0.49042126536369324, 0.32452192902565)","(54.226261138916016, 273.3143005371094, -1002.814697265625, -999.988037109375)","(191.87762451171875, 199.14129638671875, -998.8560791015625, -1001.8518676757812)"
2024/07/30/14:33:27.360152,"(2000, 2001, 2002, 2003)","(-185.8756103515625, 1.84307861328125, -273.8193359375, 48.390625)","(0.6502965688705444, 0.5408574938774109, 0.4904206395149231, 0.32451963424682617)","(54.16221618652344, 273.3678283691406, -1002.827880859375, -999.9598999023438)","(191.88418579101562, 199.1430206298828, -998.809326171875, -1001.8363647460938)"
2024/07/30/14:33:27.460165,"(2000, 2001, 2002, 2003)","(-185.8699951171875, 1.84307861328125, -274.41015625, 48.81640625)","(0.6504464149475098, 0.5408574938774109, 0.49042001366615295, 0.3245173394680023)","(54.09750747680664, 273.421875, -1002.8407592773438, -999.9313354492188)","(191.8907928466797, 199.14476013183594, -998.7615356445312, -1001.8203735351562)"
2024/07/30/14:33:27.560276,"(2000, 2001, 2002, 2003)","(-185.86871337890625, 1.84307861328125, -274.98828125, 49.234375)","(0.6505971550941467, 0.5408574938774109, 0.4904194176197052, 0.32451507449150085)","(54.03278350830078, 273.4759216308594, -1002.8529663085938, -999.9034423828125)","(191.8973846435547, 199.14649963378906, -998.7145385742188, -1001.804443359375)"
2024/07/30/14:33:27.660094,"(2000, 2001, 2002, 2003)","(-185.8714599609375, 1.84307861328125, -275.5732421875, 49.65625)","(0.6507485508918762, 0.5408574938774109, 0.49041879177093506, 0.3245128095149994)","(53.968040466308594, 273.5299987792969, -1002.8648071289062, -999.8753662109375)","(191.90394592285156, 199.1482391357422, -998.6669311523438, -1001.7881469726562)"
2024/07/30/14:33:27.759935,"(2000, 2001, 2002, 2003)","(-185.8779296875, 1.84307861328125, -276.1572265625, 50.078125)","(0.6509001851081848, 0.5408574938774109, 0.4904182255268097, 0.3245105445384979)","(53.903282165527344, 273.58404541015625, -1002.8760986328125, -999.847412109375)","(191.91050720214844, 199.1499786376953, -998.6192016601562, -1001.7716674804688)"
2024/07/30/14:33:27.860070,"(2000, 2001, 2002, 2003)","(-185.887939453125, 1.84307861328125, -276.7421875, 50.5)","(0.6510518789291382, 0.5408574938774109, 0.49041762948036194, 0.32450827956199646)","(53.838504791259766, 273.63812255859375, -1002.886962890625, -999.819580078125)","(191.91705322265625, 199.15171813964844, -998.5713500976562, -1001.7549438476562)"
2024/07/30/14:33:27.960071,"(2000, 2001, 2002, 2003)","(-185.90142822265625, 1.84307861328125, -277.33203125, 50.92578125)","(0.6512049436569214, 0.5408574938774109, 0.4904170632362366, 0.324506014585495)","(53.773067474365234, 273.6927185058594, -1002.8974609375, -999.7916259765625)","(191.9236602783203, 199.15347290039062, -998.52294921875, -1001.7378540039062)"
2024/07/30/14:33:28.060225,"(2000, 2001, 2002, 2003)","(-185.91766357421875, 1.84307861328125, -277.9111328125, 51.34375)","(0.6513547301292419, 0.5408574938774109, 0.4904164969921112, 0.3245038092136383)","(53.70890808105469, 273.7462158203125, -1002.9072265625, -999.7642822265625)","(191.93014526367188, 199.1551971435547, -998.4754028320312, -1001.720947265625)"
2024/07/30/14:33:28.160686,"(2000, 2001, 2002, 2003)","(-185.93695068359375, 1.84307861328125, -278.4951171875, 51.765625)","(0.6515058279037476, 0.5408574938774109, 0.49041593074798584, 0.3245016038417816)","(53.64408874511719, 273.80029296875, -1002.9166259765625, -999.7368774414062)","(191.9366912841797, 199.1569366455078, -998.42724609375, -1001.70361328125)"
2024/07/30/14:33:28.260238,"(2000, 2001, 2002, 2003)","(-185.95892333984375, 1.84307861328125, -279.0791015625, 52.1875)","(0.6516565680503845, 0.5408574938774109, 0.49041539430618286, 0.3244993984699249)","(53.579254150390625, 273.8543395996094, -1002.9254760742188, -999.7095336914062)","(191.9432373046875, 199.15867614746094, -998.3790283203125, -1001.6860961914062)"
2024/07/30/14:33:28.359949,"(2000, 2001, 2002, 2003)","(-185.9833984375, 1.84307861328125, -279.6640625, 52.609375)","(0.6518068909645081, 0.5408574938774109, 0.4904148578643799, 0.32449719309806824)","(53.514404296875, 273.90838623046875, -1002.9338989257812, -999.682373046875)","(191.94979858398438, 199.16041564941406, -998.3307495117188, -1001.6683959960938)"
2024/07/30/14:33:28.459979,"(2000, 2001, 2002, 2003)","(-186.01025390625, 1.84307861328125, -280.248046875, 53.03125)","(0.6519565582275391, 0.5408574938774109, 0.4904143214225769, 0.32449501752853394)","(53.44953918457031, 273.96246337890625, -1002.9417724609375, -999.6552734375)","(191.95635986328125, 199.1621551513672, -998.2823486328125, -1001.6505126953125)"
2024/07/30/14:33:28.560019,"(2000, 2001, 2002, 2003)","(-186.03924560546875, 1.84307861328125, -280.8330078125, 53.453125)","(0.6521056294441223, 0.5408574938774109, 0.4904138147830963, 0.32449284195899963)","(53.38466262817383, 274.0165100097656, -1002.94921875, -999.6283569335938)","(191.9629364013672, 199.1638946533203, -998.2338256835938, -1001.6323852539062)"
2024/07/30/14:33:28.660062,"(2000, 2001, 2002, 2003)","(-186.0703125, 1.84307861328125, -281.4169921875, 53.875)","(0.6522538661956787, 0.5408574938774109, 0.4904133081436157, 0.3244906961917877)","(53.31977081298828, 274.070556640625, -1002.9561157226562, -999.6015625)","(191.96954345703125, 199.16563415527344, -998.185302734375, -1001.6140747070312)"
2024/07/30/14:33:28.760309,"(2000, 2001, 2002, 2003)","(-186.10369873046875, 1.84307861328125, -282.0078125, 54.3017578125)","(0.6524027585983276, 0.5408574938774109, 0.49041280150413513, 0.3244885206222534)","(53.254215240478516, 274.12518310546875, -1002.9625854492188, -999.5746459960938)","(191.97621154785156, 199.16738891601562, -998.1361694335938, -1001.5953979492188)"
2024/07/30/14:33:28.859878,"(2000, 2001, 2002, 2003)","(-186.13818359375, 1.84307861328125, -282.5859375, 54.71875)","(0.6525478363037109, 0.5408574938774109, 0.49041229486465454, 0.3244864046573639)","(53.18994903564453, 274.1786804199219, -1002.968505859375, -999.5484008789062)","(191.9827880859375, 199.1691131591797, -998.0880126953125, -1001.5768432617188)"
2024/07/30/14:33:28.960591,"(2000, 2001, 2002, 2003)","(-186.17474365234375, 1.84307861328125, -283.169921875, 55.140625)","(0.6526933908462524, 0.5408574938774109, 0.49041181802749634, 0.32448428869247437)","(53.12501907348633, 274.2327575683594, -1002.9739379882812, -999.5220336914062)","(191.98944091796875, 199.1708526611328, -998.0392456054688, -1001.5579833984375)"
2024/07/30/14:33:29.060685,"(2000, 2001, 2002, 2003)","(-186.212890625, 1.84307861328125, -283.7548828125, 55.5625)","(0.652837872505188, 0.5408574938774109, 0.49041134119033813, 0.3244822025299072)","(53.06007766723633, 274.28680419921875, -1002.9788208007812, -999.4957885742188)","(191.99612426757812, 199.17259216308594, -997.990478515625, -1001.5388793945312)"
2024/07/30/14:33:29.160292,"(2000, 2001, 2002, 2003)","(-186.25262451171875, 1.843017578125, -284.3388671875, 55.984375)","(0.6529813408851624, 0.5408574938774109, 0.49041086435317993, 0.3244800865650177)","(52.99512481689453, 274.3408508300781, -1002.9832763671875, -999.4696655273438)","(192.00282287597656, 199.17433166503906, -997.941650390625, -1001.5195922851562)"
2024/07/30/14:33:29.260294,"(2000, 2001, 2002, 2003)","(-186.2938232421875, 1.843017578125, -284.923828125, 56.40625)","(0.6531237363815308, 0.5408574938774109, 0.4904104173183441, 0.32447803020477295)","(52.93016052246094, 274.3949279785156, -1002.9872436523438, -999.4437255859375)","(192.00955200195312, 199.1760711669922, -997.8927612304688, -1001.5001220703125)"
2024/07/30/14:33:29.360818,"(2000, 2001, 2002, 2003)","(-186.33685302734375, 1.843017578125, -285.513671875, 56.8330078125)","(0.6532663702964783, 0.5408574938774109, 0.4904099702835083, 0.3244759440422058)","(52.86453628540039, 274.44952392578125, -1002.9906616210938, -999.4176635742188)","(192.01638793945312, 199.17782592773438, -997.8433227539062, -1001.4802856445312)"
2024/07/30/14:33:29.459981,"(2000, 2001, 2002, 2003)","(-186.38037109375, 1.843017578125, -286.0927734375, 57.25)","(0.6534050107002258, 0.5408574938774109, 0.4904095232486725, 0.32447391748428345)","(52.80019760131836, 274.5030212402344, -1002.9935913085938, -999.3922729492188)","(192.02310180664062, 199.17955017089844, -997.7948608398438, -1001.4606323242188)"
2024/07/30/14:33:29.560075,"(2000, 2001, 2002, 2003)","(-186.42559814453125, 1.843017578125, -286.6826171875, 57.6767578125)","(0.6535438895225525, 0.5408574938774109, 0.49040907621383667, 0.3244718611240387)","(52.73520278930664, 274.5570983886719, -1002.9960327148438, -999.366455078125)","(192.02992248535156, 199.18128967285156, -997.7454223632812, -1001.4403686523438)"
2024/07/30/14:33:29.660447,"(2000, 2001, 2002, 2003)","(-186.4720458984375, 1.843017578125, -287.26171875, 58.09375)","(0.6536815762519836, 0.5408574938774109, 0.49040865898132324, 0.3244698643684387)","(52.67019271850586, 274.61114501953125, -1002.9979858398438, -999.3413696289062)","(192.03677368164062, 199.1830291748047, -997.6968994140625, -1001.4203491210938)"
2024/07/30/14:33:29.759919,"(2000, 2001, 2002, 2003)","(-186.52020263671875, 1.843017578125, -287.8515625, 58.5205078125)","(0.6538193821907043, 0.5408574938774109, 0.4904082119464874, 0.32446783781051636)","(52.60452651977539, 274.6657409667969, -1002.9993896484375, -999.3158569335938)","(192.04373168945312, 199.18478393554688, -997.6473999023438, -1001.3997192382812)"
2024/07/30/14:33:29.860041,"(2000, 2001, 2002, 2003)","(-186.56854248046875, 1.843017578125, -288.4296875, 58.9375)","(0.6539531946182251, 0.5408574938774109, 0.490407794713974, 0.32446587085723877)","(52.5401496887207, 274.7192687988281, -1003.0003662109375, -999.2910766601562)","(192.05059814453125, 199.18650817871094, -997.5988159179688, -1001.3793334960938)"
2024/07/30/14:33:29.960145,"(2000, 2001, 2002, 2003)","(-186.61846923828125, 1.843017578125, -289.0205078125, 59.3642578125)","(0.6540871262550354, 0.5408574938774109, 0.49040737748146057, 0.3244638741016388)","(52.47511291503906, 274.77386474609375, -1003.0007934570312, -999.2659301757812)","(192.05755615234375, 199.18826293945312, -997.54931640625, -1001.3583374023438)"
2024/07/30/14:33:30.060530,"(2000, 2001, 2002, 2003)","(-186.66943359375, 1.843017578125, -289.5986328125, 59.78125)","(0.6542198061943054, 0.5408574938774109, 0.49040699005126953, 0.3244619369506836)","(52.410064697265625, 274.827392578125, -1003.000732421875, -999.2413940429688)","(192.06455993652344, 199.1899871826172, -997.500732421875, -1001.3375854492188)"
2024/07/30/14:33:30.160162,"(2000, 2001, 2002, 2003)","(-186.72149658203125, 1.843017578125, -290.18359375, 60.203125)","(0.6543511748313904, 0.5408574938774109, 0.4904066026210785, 0.3244599997997284)","(52.345008850097656, 274.8814392089844, -1003.0001831054688, -999.216796875)","(192.0716094970703, 199.1917266845703, -997.4517211914062, -1001.3164672851562)"
2024/07/30/14:33:30.260581,"(2000, 2001, 2002, 2003)","(-186.77459716796875, 1.843017578125, -290.767578125, 60.625)","(0.6544812917709351, 0.5408574938774109, 0.49040621519088745, 0.3244580626487732)","(52.279945373535156, 274.93548583984375, -1002.9990844726562, -999.1923217773438)","(192.0786895751953, 199.19346618652344, -997.4027099609375, -1001.2951049804688)"
2024/07/30/14:33:30.359959,"(2000, 2001, 2002, 2003)","(-186.82867431640625, 1.843017578125, -291.3525390625, 61.046875)","(0.6546100974082947, 0.5408574938774109, 0.4904058277606964, 0.3244561553001404)","(52.214874267578125, 274.98956298828125, -1002.99755859375, -999.1680297851562)","(192.0858154296875, 199.19520568847656, -997.3536987304688, -1001.2736206054688)"
2024/07/30/14:33:30.459933,"(2000, 2001, 2002, 2003)","(-186.88232421875, 1.843017578125, -291.9365234375, 61.46875)","(0.6547389626502991, 0.5408574938774109, 0.49040544033050537, 0.32445424795150757)","(52.14979553222656, 275.0436096191406, -1002.9954833984375, -999.1439208984375)","(192.09298706054688, 199.1969451904297, -997.3046875, -1001.251953125)"
2024/07/30/14:33:30.560026,"(2000, 2001, 2002, 2003)","(-186.93548583984375, 1.843017578125, -292.5205078125, 61.890625)","(0.6548666954040527, 0.5408574938774109, 0.4904050827026367, 0.32445237040519714)","(52.08470916748047, 275.09765625, -1002.992919921875, -999.1199340820312)","(192.10020446777344, 199.1986846923828, -997.2556762695312, -1001.2301025390625)"
2024/07/30/14:33:30.660079,"(2000, 2001, 2002, 2003)","(-186.98822021484375, 1.843017578125, -293.10546875, 62.3125)","(0.65499347448349, 0.5408574938774109, 0.4904046952724457, 0.3244504928588867)","(52.019615173339844, 275.1517333984375, -1002.9898681640625, -999.0961303710938)","(192.10748291015625, 199.20042419433594, -997.2067260742188, -1001.2080078125)"
2024/07/30/14:33:30.760132,"(2000, 2001, 2002, 2003)","(-187.04058837890625, 1.843017578125, -293.689453125, 62.734375)","(0.6551191210746765, 0.5408574938774109, 0.490404337644577, 0.3244486451148987)","(51.95451354980469, 275.2057800292969, -1002.9862670898438, -999.0724487304688)","(192.11480712890625, 199.20216369628906, -997.1578369140625, -1001.1858520507812)"
2024/07/30/14:33:30.860701,"(2000, 2001, 2002, 2003)","(-187.092529296875, 1.843017578125, -294.2744140625, 63.15625)","(0.6552437543869019, 0.5408574938774109, 0.49040400981903076, 0.32444682717323303)","(51.889404296875, 275.2598571777344, -1002.9822387695312, -999.0489501953125)","(192.12217712402344, 199.2039031982422, -997.1089477539062, -1001.1634521484375)"
2024/07/30/14:33:30.960324,"(2000, 2001, 2002, 2003)","(-187.1441650390625, 1.843017578125, -294.8583984375, 63.578125)","(0.655367374420166, 0.5408574938774109, 0.4904036521911621, 0.3244450092315674)","(51.82428741455078, 275.31390380859375, -1002.9776611328125, -999.025634765625)","(192.12960815429688, 199.2056427001953, -997.0601196289062, -1001.140869140625)"
2024/07/30/14:33:31.060082,"(2000, 2001, 2002, 2003)","(-187.19537353515625, 1.843017578125, -295.443359375, 64.0)","(0.6554899215698242, 0.5408574938774109, 0.49040332436561584, 0.32444319128990173)","(51.7591667175293, 275.3679504394531, -1002.97265625, -999.0025024414062)","(192.1370849609375, 199.20738220214844, -997.0113525390625, -1001.1181640625)"
2024/07/30/14:33:31.160421,"(2000, 2001, 2002, 2003)","(-187.246826171875, 1.843017578125, -296.033203125, 64.4267578125)","(0.6556127071380615, 0.5408574938774109, 0.4904029667377472, 0.3244413733482361)","(51.693389892578125, 275.42254638671875, -1002.967041015625, -998.979248046875)","(192.14468383789062, 199.20913696289062, -996.962158203125, -1001.0950317382812)"
2024/07/30/14:33:31.260184,"(2000, 2001, 2002, 2003)","(-187.2969970703125, 1.843017578125, -296.6123046875, 64.84375)","(0.6557320356369019, 0.5408574938774109, 0.4904026389122009, 0.3244396448135376)","(51.62890625, 275.47607421875, -1002.9609985351562, -998.9566650390625)","(192.1521759033203, 199.2108612060547, -996.9140014648438, -1001.0722045898438)"
2024/07/30/14:33:31.359769,"(2000, 2001, 2002, 2003)","(-187.34747314453125, 1.843017578125, -297.1962890625, 65.265625)","(0.6558516621589661, 0.5408574938774109, 0.49040234088897705, 0.3244378864765167)","(51.56376266479492, 275.5301208496094, -1002.9544677734375, -998.9340209960938)","(192.15980529785156, 199.2126007080078, -996.8653564453125, -1001.0489501953125)"
2024/07/30/14:33:31.459836,"(2000, 2001, 2002, 2003)","(-187.397705078125, 1.843017578125, -297.7802734375, 65.6875)","(0.6559703350067139, 0.5408574938774109, 0.4904020130634308, 0.32443612813949585)","(51.498619079589844, 275.5841979980469, -1002.9474487304688, -998.9115600585938)","(192.16746520996094, 199.21434020996094, -996.8168334960938, -1001.0255737304688)"
2024/07/30/14:33:31.560551,"(2000, 2001, 2002, 2003)","(-187.4478759765625, 1.843017578125, -298.365234375, 66.109375)","(0.6560880541801453, 0.5408574938774109, 0.4904016852378845, 0.32443439960479736)","(51.43346405029297, 275.63824462890625, -1002.9398803710938, -998.8892822265625)","(192.17518615722656, 199.21607971191406, -996.7683715820312, -1001.0020141601562)"
2024/07/30/14:33:31.660915,"(2000, 2001, 2002, 2003)","(-187.4979248046875, 1.843017578125, -298.94921875, 66.53125)","(0.6562047600746155, 0.5408574938774109, 0.49040138721466064, 0.32443270087242126)","(51.36830520629883, 275.6922912597656, -1002.931884765625, -998.8671264648438)","(192.18295288085938, 199.2178192138672, -996.7200317382812, -1000.978271484375)"
2024/07/30/14:33:31.762286,"(2000, 2001, 2002, 2003)","(-187.5479736328125, 1.843017578125, -299.5341796875, 66.953125)","(0.6563205718994141, 0.5408574938774109, 0.49040108919143677, 0.32443100214004517)","(51.30314254760742, 275.7463684082031, -1002.92333984375, -998.8451538085938)","(192.19078063964844, 199.2195587158203, -996.6716918945312, -1000.9544067382812)"
2024/07/30/14:33:31.859920,"(2000, 2001, 2002, 2003)","(-187.59844970703125, 1.843017578125, -300.1240234375, 67.3798828125)","(0.6564365029335022, 0.5408574938774109, 0.4904007911682129, 0.32442930340766907)","(51.23731994628906, 275.80096435546875, -1002.9142456054688, -998.8231811523438)","(192.19873046875, 199.2213134765625, -996.623046875, -1000.9301147460938)"
2024/07/30/14:33:31.959720,"(2000, 2001, 2002, 2003)","(-187.64801025390625, 1.843017578125, -300.703125, 67.796875)","(0.6565491557121277, 0.5408574938774109, 0.490400493144989, 0.32442763447761536)","(51.172794342041016, 275.8544921875, -1002.9048461914062, -998.8018188476562)","(192.20655822753906, 199.22303771972656, -996.5753784179688, -1000.9061279296875)"
2024/07/30/14:33:32.060235,"(2000, 2001, 2002, 2003)","(-187.6981201171875, 1.843017578125, -301.287109375, 68.21875)","(0.6566619873046875, 0.5408574938774109, 0.4904002249240875, 0.32442599534988403)","(51.10761260986328, 275.9085388183594, -1002.8948364257812, -998.7803955078125)","(192.2145233154297, 199.2247772216797, -996.5274047851562, -1000.8817749023438)"
